DOI,year,donor,donor_smiles,donor_coreferents,fullerene_acceptor,acceptor,acceptor_smiles,acceptor_coreferents,power conversion efficiency,open circuit voltage,short circuit current,fill factor,property_metadata
10.1039/c6ta02016j,2016.30410958904,"poly(3-hexylthiophene-2,5-diyl)",[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexylthiophene-2,5-diyl)']",1,PC_{71}BM,,"['PC_{71}BM', 'PC_{61}BM']","=""4.18 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 168, ""entity_end"": 168, ""property_value_start"": 176, ""property_value_end"": 177, ""property_numeric_value"": 4.18, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c6ta00783j,2016.18082191781,PTB7,[*]c5cc4c(OCC(CC)CCCC)c3sc(c1sc([*])c2c(F)c(C(=O)OCC(CC)CCCC)sc12)cc3c(OCC(CC)CCCC)c4s5,['PTB7'],1,PC_{71}BM,,['PC_{71}BM'],"=""8.39 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 113, ""entity_end"": 113, ""property_value_start"": 115, ""property_value_end"": 116, ""property_numeric_value"": 8.39, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c3ta13975a,2013.86301369863,P3HT,[*]C1C=C(CCCCCC)C([*])S1,['P3HT'],1,PC_{71}BM,,['PC_{71}BM'],"=""80 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 259, ""entity_end"": 259, ""property_value_start"": 262, ""property_value_end"": 263, ""property_numeric_value"": 80.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c6ta08870h,2016.8602739726,PTB7-Th,[*]c7cc6c(c1ccc(CC(CC)CCCC)s1)c4sc(c2sc([*])c3sc(C(=O)OCC(CC)CCCC)c(F)c23)cc4c(c5ccc(CC(CC)CCCC)s5)c6s7,['PTB7-Th'],0,PDI,,"['perylene diimide', 'PDI', 'PDI1', 'PDI1-based', 'PDI2', 'PDI2-based', 'PDI4', 'PDI4-based']","=""6.44 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 98, ""entity_end"": 98, ""property_value_start"": 100, ""property_value_end"": 101, ""property_numeric_value"": 6.44, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c6ta08870h,2016.8602739726,PTB7-Th,[*]c7cc6c(c1ccc(CC(CC)CCCC)s1)c4sc(c2sc([*])c3sc(C(=O)OCC(CC)CCCC)c(F)c23)cc4c(c5ccc(CC(CC)CCCC)s5)c6s7,['PTB7-Th'],0,PDI4,,"['perylene diimide', 'PDI', 'PDI1', 'PDI1-based', 'PDI2', 'PDI2-based', 'PDI4', 'PDI4-based']","=""2.48 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 115, ""entity_end"": 115, ""property_value_start"": 117, ""property_value_end"": 118, ""property_numeric_value"": 2.48, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c9ta14070k,2020.07123287671,BDSe-2(BrCl),,['BDSe-2(BrCl)'],0,PM7-based,CCCCC(CC)Cc%10sc(c8c6cc(c5ccc(c3sc(c1ccc([*])s1)c4c(=O)c2c(CC(CC)CCCC)sc(CC(CC)CCCC)c2c(=O)c34)s5)sc6c(c7cc(Cl)c(CC(CC)CCCC)s7)c9cc([*])sc89)cc%10Cl,"['PM7', 'PM7-based']","=""14.5 %""",,,"=""13.2 %""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 215, ""entity_end"": 215, ""property_value_start"": 217, ""property_value_end"": 218, ""property_numeric_value"": 14.5, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 222, ""entity_end"": 222, ""property_value_start"": 238, ""property_value_end"": 239, ""property_numeric_value"": 13.2, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c9ta14070k,2020.07123287671,BDSe-2(BrCl),,['BDSe-2(BrCl)'],0,PM7,CCCCC(CC)Cc%10sc(c8c6cc(c5ccc(c3sc(c1ccc([*])s1)c4c(=O)c2c(CC(CC)CCCC)sc(CC(CC)CCCC)c2c(=O)c34)s5)sc6c(c7cc(Cl)c(CC(CC)CCCC)s7)c9cc([*])sc89)cc%10Cl,"['PM7', 'PM7-based']",,,,"=""76.5 %""","{""power conversion efficiency"": {}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 222, ""entity_end"": 222, ""property_value_start"": 224, ""property_value_end"": 225, ""property_numeric_value"": 76.5, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c9ta04286e,2019.42465753425,IT-M,CCCCCCc%15ccc(C7(c1ccc(CCCCCC)cc1)c2cc%10c(cc2c6sc5cc(C=c4c(=O)c3ccc(C)cc3c4=C(C#N)C#N)sc5c67)C(c8ccc(CCCCCC)cc8)(c9ccc(CCCCCC)cc9)c%13c%10sc%14cc(C=c%12c(=O)c%11ccc(C)cc%11c%12=C(C#N)C#N)sc%13%14)cc%15,['IT-M'],1,PC_{71}BM,,['PC_{71}BM'],"=""12.28 %""","=""0.928 V""",,"=""9.20 %""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 68, ""entity_end"": 68, ""property_value_start"": 72, ""property_value_end"": 73, ""property_numeric_value"": 12.28, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{OC}"", ""entity_start"": 81, ""entity_end"": 83, ""property_value_start"": 85, ""property_value_end"": 86, ""property_numeric_value"": 0.928, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 108, ""entity_end"": 108, ""property_value_start"": 139, ""property_value_end"": 140, ""property_numeric_value"": 9.2, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c9ta04286e,2019.42465753425,PTBTz-2,[*]c9cnc(c7sc(c6ncc(c5cc4c(c1ccc(CC(CC)CCCC)s1)c2sc([*])cc2c(c3ccc(CC(CC)CCCC)s3)c4s5)s6)c8sc(C(=O)OCC(CCCCCCCC)CCCCCCCCCC)cc78)s9,['PTBTz-2'],1,PC_{71}BM,,['PC_{71}BM'],,,"=""18.70 mA cm^{-2}""","=""10.39 %""","{""power conversion efficiency"": {}, ""open circuit voltage"": {}, ""short circuit current"": {""entity_name"": ""J_{SC}"", ""entity_start"": 95, ""entity_end"": 97, ""property_value_start"": 99, ""property_value_end"": 102, ""property_numeric_value"": 18.7, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 108, ""entity_end"": 108, ""property_value_start"": 131, ""property_value_end"": 132, ""property_numeric_value"": 10.39, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c6ta00056h,2016.09589041096,P3HT,[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexylthiophene)', 'P3HT']",0,poly(3-hexylthiophene); F8-DPPTCN,,[],"=""2.37 %""","=""0.97 V""","=""6.25 mA cm^{-2}""","=""0.39""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 120, ""entity_end"": 120, ""property_value_start"": 123, ""property_value_end"": 124, ""property_numeric_value"": 2.37, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {""entity_name"": ""V_{oc}"", ""entity_start"": 134, ""entity_end"": 135, ""property_value_start"": 138, ""property_value_end"": 139, ""property_numeric_value"": 0.97, ""property_unit"": ""V"", ""property_value_descriptor"": """"}, ""short circuit current"": {""entity_name"": ""J_{sc}"", ""entity_start"": 147, ""entity_end"": 148, ""property_value_start"": 151, ""property_value_end"": 154, ""property_numeric_value"": 6.25, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 161, ""entity_end"": 161, ""property_value_start"": 164, ""property_value_end"": 164, ""property_numeric_value"": 39.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta02360b,2015.3095890411,PHDBDT-T-R,,"['PHDBDT-T-R', 'PHDBDT-T-TR']",1,PC_{70}BM,,['PC_{70}BM'],"=""4.25 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 172, ""entity_end"": 172, ""property_value_start"": 187, ""property_value_end"": 188, ""property_numeric_value"": 4.25, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c7ta09387j,2017.95342465753,P3HT,[*]C1C=C(CCCCCC)C([*])S1,"['polythiophene', 'P3HT']",1,PCBM,,['PCBM'],"=""4.46 %""",,"=""16.15 mA cm^{-2}""",,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 153, ""entity_end"": 153, ""property_value_start"": 156, ""property_value_end"": 157, ""property_numeric_value"": 4.46, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {""entity_name"": ""J_{SC}"", ""entity_start"": 164, ""entity_end"": 166, ""property_value_start"": 168, ""property_value_end"": 171, ""property_numeric_value"": 16.15, ""property_unit"": ""mA cm^{-2}"", ""property_value_descriptor"": """"}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c9ta11285e,2019.88767123288,Y5,,['Y5'],0,PBDB-T,CCCCC(CC)Cc%10ccc(c8c1cc([*])sc1c(c2ccc(CC(CC)CCCC)s2)c9cc(c7ccc(c5sc(c3ccc([*])s3)c6c(=O)c4c(CC(CC)CCCC)sc(CC(CC)CCCC)c4c(=O)c56)s7)sc89)s%10,['PBDB-T'],"=""15.22 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 136, ""entity_end"": 138, ""property_value_start"": 140, ""property_value_end"": 141, ""property_numeric_value"": 15.22, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c7ta07830g,2017.76712328767,PTFB-P,,"['PTFB-M', 'PTFB-P', 'PTFB-P.']",0,PTFB-P; PTFB-M,,[],"=""8.4 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 253, ""entity_end"": 253, ""property_value_start"": 256, ""property_value_end"": 257, ""property_numeric_value"": 8.4, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c7ta02141k,2017.25479452055,FTIC-C6C8,,['FTIC-C6C8'],0,FTIC-C8C6; FT; FTIC-C6C8,,[],"=""11.12 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiency"", ""entity_start"": 167, ""entity_end"": 169, ""property_value_start"": 171, ""property_value_end"": 172, ""property_numeric_value"": 11.12, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c8ta12109e,2019.12876712329,PTB7-Th,[*]c7cc6c(c1ccc(CC(CC)CCCC)s1)c4sc(c2sc([*])c3sc(C(=O)OCC(CC)CCCC)c(F)c23)cc4c(c5ccc(CC(CC)CCCC)s5)c6s7,['PTB7-Th'],1,PC_{61}BM,,['PC_{61}BM'],"=""17 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 39, ""entity_end"": 39, ""property_value_start"": 47, ""property_value_end"": 48, ""property_numeric_value"": 17.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c8ta12109e,2019.12876712329,PffBT4T-2OD,[*]c6ccc(c5ccc(c4sc(c2c(F)c(F)c(c1cc(CC(CCCCCCCC)CCCCCCCCCC)c([*])s1)c3nsnc23)cc4CC(CCCCCCCC)CCCCCCCCCC)s5)s6,['PffBT4T-2OD'],1,PC_{61}BM,,['PC_{61}BM'],,,,,"{""power conversion efficiency"": {}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {""entity_name"": ""electron mobility"", ""entity_start"": 143, ""entity_end"": 144, ""property_value_start"": 189, ""property_value_end"": 198, ""property_numeric_value"": 0.0002, ""property_unit"": ""cm^{2} V^{-1} s^{-1}"", ""property_value_descriptor"": """"}, ""external quantum efficiency"": {}}"
10.1039/c8ta10882j,2018.92602739726,ethylenedioxythiophene,,"['ethylenedioxythiophene', 'EDOT']",0,PTB-EDOTS,,['PTB-EDOTS'],"=""12.26 %""",,,"=""75.6 %""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 249, ""entity_end"": 249, ""property_value_start"": 251, ""property_value_end"": 252, ""property_numeric_value"": 12.26, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 260, ""entity_end"": 260, ""property_value_start"": 263, ""property_value_end"": 264, ""property_numeric_value"": 75.6, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c9ta07361b,2019.60547945205,P3HT,[*]C1C=C(CCCCCC)C([*])S1,"['poly(3-hexylthiophene)', 'P3HT']",1,PC_{60}BM,,[],"=""5 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 268, ""entity_end"": 270, ""property_value_start"": 273, ""property_value_end"": 274, ""property_numeric_value"": 5.0, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c5ta06966a,2015.84657534247,PBDTTPD,CCCCCCCCCCCCCCOc4c3cc(c1sc([*])c2c(=O)n(CCCCCCCCCCCCCC)c(=O)c12)sc3c(OCCCCCCCCCCCCCC)c5cc([*])sc45,['PBDTTPD'],1,PC_{71}BM,,['PC_{71}BM'],"=""8.78 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""power conversion efficiencies"", ""entity_start"": 229, ""entity_end"": 231, ""property_value_start"": 236, ""property_value_end"": 237, ""property_numeric_value"": 8.78, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c6ta05886h,2016.60547945205,PtDAA,[*]c9ccc(c8cc(CC(CC)CCCC)c(c7nc6sc(c5sc(c4ccc(c2sc([*])c3c(=O)c1c(CC(CC)CCCC)sc(C(CC)CCCC)c1c(=O)c23)s4)cc5CC(CC)CCCC)nc6s7)s8)s9,['PtDAA'],1,PC_{71}BM,,['PC_{71}BM'],"=""3.4 %""",,,"=""0.55""","{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 142, ""entity_end"": 142, ""property_value_start"": 144, ""property_value_end"": 145, ""property_numeric_value"": 3.4, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {""entity_name"": ""FF"", ""entity_start"": 147, ""entity_end"": 147, ""property_value_start"": 149, ""property_value_end"": 149, ""property_numeric_value"": 55.00000000000001, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/c9ta05023j,2019.44931506849,BSFTR,,['BSFTR'],0,NBDTP-F_{out},,['NBDTP-F_{out}'],"=""12.3 %""",,,,"{""power conversion efficiency"": {""entity_name"": ""PCE"", ""entity_start"": 120, ""entity_end"": 120, ""property_value_start"": 122, ""property_value_end"": 123, ""property_numeric_value"": 12.3, ""property_unit"": ""%"", ""property_value_descriptor"": """"}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
10.1039/d0ta00520g,2020.1698630137,PTB7-Th,[*]c7cc6c(c1ccc(CC(CC)CCCC)s1)c4sc(c2sc([*])c3sc(C(=O)OCC(CC)CCCC)c(F)c23)cc4c(c5ccc(CC(CC)CCCC)s5)c6s7,['PTB7-Th'],0,FPIC6,,['FPIC6'],,,,,"{""power conversion efficiency"": {}, ""open circuit voltage"": {}, ""short circuit current"": {}, ""fill factor"": {}, ""highest occupied molecular orbital"": {}, ""lowest unoccupied molecular orbital"": {}, ""bandgap"": {""entity_name"": ""bandgap"", ""entity_start"": 166, ""entity_end"": 166, ""property_value_start"": 171, ""property_value_end"": 172, ""property_numeric_value"": 1.63, ""property_unit"": ""eV"", ""property_value_descriptor"": """"}, ""hole mobility"": {}, ""electron mobility"": {}, ""external quantum efficiency"": {}}"
